CaO+MgO,Al2O3,TiO2,Fe2O3*,MnO,MgO,CaO,Na2O,K2O,P2O5,S,Zn,Pb,Cu,As,Cd,Cr,Ni,Sc,V,Co,Ba,Sr,Li,Mo,Rb,Y,Zr,Nb,Cs,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Th,U,Type de roche
0.000136237,3.18E-07,3.20E-08,5.38E-07,5.97E-08,5.45E-05,8.04E-05,7.70E-08,3.81E-07,3.50E-07,0.001124296,3.80E-05,5.13E-05,1.11E-05,1.74E-05,8.03E-07,2.60E-05,1.84E-05,1.15E-06,1.63E-05,1.87E-05,8.07E-05,0.000458137,2.14E-05,3.03E-06,1.46E-05,6.83E-06,1.57E-05,1.46E-06,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,5.01E-06,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,2.86E-07,1.64E-07,4.59E-07,0.000112922,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,2.35E-07,5.97E-08,6.07E-05,8.04E-05,7.70E-08,8.05E-08,3.50E-07,0.000447599,3.80E-05,2.23E-05,4.53E-06,1.15E-05,1.12E-06,8.47E-06,1.27E-05,1.15E-06,1.63E-05,1.87E-05,2.14E-05,0.000185186,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,8.90E-07,1.08E-08,1.14E-06,2.79E-07,5.45E-05,8.04E-05,4.43E-08,3.81E-07,3.50E-07,0.001124296,0.000178892,2.23E-05,4.53E-06,1.74E-05,8.03E-07,8.47E-06,1.27E-05,5.77E-07,1.63E-05,1.87E-05,5.11E-05,0.000185186,1.56E-05,3.03E-06,8.80E-06,6.83E-06,3.59E-06,5.92E-07,5.22E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,6.30E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,2.35E-07,5.97E-08,5.45E-05,8.04E-05,4.43E-08,8.05E-08,3.50E-07,0.000447599,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,4.36E-05,1.27E-05,5.77E-07,6.23E-06,1.87E-05,2.14E-05,0.000185186,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,8.90E-07,3.20E-08,5.38E-07,1.33E-07,6.07E-05,8.04E-05,4.43E-08,3.81E-07,3.50E-07,0.000447599,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,1.72E-05,1.27E-05,1.72E-06,6.23E-06,1.87E-05,5.11E-05,9.42E-05,4.09E-06,3.03E-06,8.80E-06,6.83E-06,3.59E-06,1.46E-06,3.25E-07,5.40E-06,5.25E-06,1.91E-06,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,6.30E-07,5.33E-08,1.03E-07,1.02E-07,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,2.35E-07,5.97E-08,5.45E-05,8.04E-05,7.70E-08,8.05E-08,3.50E-07,0.000447599,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,8.47E-06,6.90E-06,1.15E-06,1.63E-05,1.87E-05,2.14E-05,0.000185186,9.86E-06,3.03E-06,2.98E-06,1.47E-05,3.59E-06,1.46E-06,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,2.35E-07,5.97E-08,5.45E-05,8.04E-05,4.43E-08,8.05E-08,3.50E-07,0.000447599,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,8.47E-06,1.27E-05,1.15E-06,1.63E-05,1.87E-05,2.14E-05,0.000185186,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,5.38E-07,5.97E-08,5.45E-05,8.04E-05,4.43E-08,8.05E-08,3.50E-07,0.000447599,3.80E-05,2.23E-05,1.11E-05,1.74E-05,1.12E-06,1.72E-05,1.27E-05,1.15E-06,1.63E-05,1.87E-05,2.14E-05,0.000185186,4.09E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,3.25E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,5.38E-07,5.97E-08,5.45E-05,8.04E-05,7.70E-08,8.05E-08,3.50E-07,0.000447599,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,8.47E-06,1.27E-05,1.15E-06,1.63E-05,1.87E-05,2.14E-05,0.000185186,4.09E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,3.25E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,2.35E-07,5.97E-08,5.45E-05,8.04E-05,7.70E-08,8.05E-08,3.50E-07,0.000447599,3.80E-05,2.23E-05,4.53E-06,1.15E-05,1.12E-06,8.47E-06,1.27E-05,5.77E-07,1.63E-05,1.87E-05,2.14E-05,0.000185186,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,2.35E-07,5.97E-08,5.45E-05,8.04E-05,4.43E-08,8.05E-08,3.50E-07,0.001124296,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,8.47E-06,1.27E-05,1.15E-06,1.63E-05,1.87E-05,2.14E-05,9.42E-05,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,8.40E-07,5.97E-08,5.45E-05,8.04E-05,7.70E-08,8.05E-08,3.50E-07,0.001124296,3.80E-05,2.23E-05,4.53E-06,2.33E-05,1.12E-06,8.47E-06,1.27E-05,1.72E-06,6.23E-06,1.87E-05,2.14E-05,9.42E-05,4.09E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,1.91E-06,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,6.30E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,5.38E-07,5.97E-08,5.45E-05,8.04E-05,7.70E-08,8.05E-08,3.50E-07,0.000447599,3.80E-05,2.23E-05,1.11E-05,1.74E-05,1.12E-06,8.47E-06,6.90E-06,1.15E-06,6.23E-06,1.87E-05,2.14E-05,0.000185186,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,1.46E-06,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,1.02E-07,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,8.40E-07,1.33E-07,5.45E-05,8.04E-05,7.70E-08,8.05E-08,3.50E-07,0.001800993,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,8.47E-06,1.27E-05,1.15E-06,1.63E-05,1.87E-05,2.14E-05,0.000185186,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,6.30E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,5.38E-07,5.97E-08,5.45E-05,8.04E-05,4.43E-08,8.05E-08,3.50E-07,0.000447599,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,1.72E-05,1.27E-05,1.15E-06,6.23E-06,1.87E-05,2.14E-05,0.000185186,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,8.40E-07,2.79E-07,5.45E-05,8.04E-05,1.75E-07,2.31E-07,3.50E-07,0.001124296,3.80E-05,2.23E-05,4.53E-06,2.33E-05,1.12E-06,8.47E-06,1.27E-05,5.77E-07,6.23E-06,1.87E-05,5.11E-05,0.000276169,9.86E-06,3.03E-06,2.98E-06,1.47E-05,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,1.91E-06,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,1.85E-06,5.13E-07,1.34E-06,1.66E-07,6.30E-07,1.28E-07,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,8.40E-07,5.97E-08,5.45E-05,7.36E-05,7.70E-08,8.05E-08,3.50E-07,0.00247769,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,1.72E-05,6.90E-06,1.15E-06,6.23E-06,1.87E-05,2.14E-05,9.42E-05,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,1.46E-06,7.45E-08,5.38E-07,5.97E-08,5.45E-05,8.04E-05,7.70E-08,5.31E-07,3.50E-07,0.001124296,0.000108425,8.03E-05,4.53E-06,1.74E-05,1.12E-06,1.72E-05,1.84E-05,1.72E-06,6.23E-06,1.87E-05,2.14E-05,0.000185186,1.56E-05,3.03E-06,8.80E-06,3.05E-05,1.57E-05,2.32E-06,3.25E-07,1.21E-05,2.06E-05,2.89E-06,1.07E-05,1.85E-06,6.12E-07,2.55E-06,3.57E-07,2.90E-06,5.13E-07,2.08E-06,2.59E-07,1.65E-06,2.02E-07,4.70E-07,1.02E-07,2.24E-06,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,5.38E-07,5.97E-08,5.45E-05,8.04E-05,7.70E-08,8.05E-08,3.50E-07,0.000447599,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,8.47E-06,1.27E-05,1.15E-06,1.63E-05,1.87E-05,2.14E-05,9.42E-05,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,8.90E-07,3.20E-08,8.40E-07,5.97E-08,5.45E-05,7.36E-05,7.70E-08,3.81E-07,3.50E-07,0.00247769,3.80E-05,2.23E-05,4.53E-06,2.33E-05,1.12E-06,1.72E-05,1.27E-05,1.15E-06,6.23E-06,1.87E-05,0.00011044,0.000185186,1.56E-05,3.03E-06,8.80E-06,1.47E-05,9.62E-06,1.46E-06,3.25E-07,5.40E-06,5.25E-06,1.91E-06,4.39E-06,1.85E-06,2.47E-07,1.02E-06,1.44E-07,1.85E-06,2.20E-07,5.95E-07,7.27E-08,6.30E-07,5.33E-08,2.86E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,5.38E-07,5.97E-08,5.45E-05,7.36E-05,4.43E-08,8.05E-08,3.50E-07,0.000447599,0.000178892,5.13E-05,4.53E-06,1.74E-05,1.44E-06,8.47E-06,1.27E-05,1.15E-06,1.63E-05,1.87E-05,2.14E-05,9.42E-05,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,5.38E-07,5.97E-08,5.45E-05,7.36E-05,7.70E-08,8.05E-08,3.50E-07,0.001800993,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,8.47E-06,1.27E-05,1.15E-06,6.23E-06,1.87E-05,2.14E-05,0.000185186,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000126824,2.61E-06,1.08E-08,5.38E-07,5.97E-08,5.45E-05,8.04E-05,1.10E-07,8.05E-08,3.50E-07,0.00247769,3.80E-05,2.23E-05,1.11E-05,1.74E-05,1.12E-06,2.60E-05,1.27E-05,2.86E-06,1.63E-05,1.87E-05,2.14E-05,0.000185186,4.09E-06,2.03E-06,2.98E-06,1.47E-05,3.59E-06,5.92E-07,3.25E-07,5.40E-06,2.06E-05,1.91E-06,1.07E-05,2.91E-06,6.12E-07,2.55E-06,3.57E-07,1.85E-06,5.13E-07,1.34E-06,1.66E-07,6.30E-07,1.28E-07,1.03E-07,4.00E-08,2.24E-06,1.66E-05,R. carbonat̩es
0.000126824,1.46E-06,1.08E-08,1.14E-06,1.33E-07,5.45E-05,8.04E-05,7.70E-08,2.31E-07,3.50E-07,0.001124296,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,2.60E-05,1.27E-05,1.15E-06,2.64E-05,1.87E-05,8.07E-05,0.000185186,2.14E-05,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,5.22E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000126824,3.18E-07,1.08E-08,5.38E-07,5.97E-08,5.45E-05,7.36E-05,4.43E-08,8.05E-08,3.50E-07,0.001124296,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,8.47E-06,1.27E-05,5.77E-07,1.63E-05,1.87E-05,2.14E-05,9.42E-05,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000126824,3.18E-07,1.08E-08,2.35E-07,5.97E-08,5.45E-05,7.36E-05,7.70E-08,8.05E-08,3.50E-07,0.000447599,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,8.47E-06,1.27E-05,1.15E-06,6.23E-06,1.87E-05,2.14E-05,9.42E-05,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,1.46E-06,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,1.02E-07,4.59E-07,1.66E-05,R. carbonat̩es
0.000126824,3.18E-07,1.08E-08,2.35E-07,5.97E-08,5.45E-05,7.36E-05,4.43E-08,2.31E-07,3.50E-07,0.001124296,0.000178892,2.23E-05,4.53E-06,1.74E-05,1.12E-06,8.47E-06,1.27E-05,5.77E-07,6.23E-06,1.87E-05,5.11E-05,0.000185186,4.09E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000126824,3.18E-07,1.08E-08,5.38E-07,5.97E-08,5.45E-05,7.36E-05,7.70E-08,8.05E-08,3.50E-07,0.000447599,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,8.47E-06,1.27E-05,5.77E-07,6.23E-06,1.87E-05,2.14E-05,0.000185186,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000126824,3.18E-07,1.08E-08,5.38E-07,5.97E-08,5.45E-05,7.36E-05,4.43E-08,8.05E-08,3.50E-07,0.001800993,3.80E-05,2.23E-05,1.11E-05,1.74E-05,1.12E-06,8.47E-06,1.27E-05,1.15E-06,6.23E-06,1.87E-05,2.14E-05,0.000185186,4.09E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000126824,3.18E-07,1.08E-08,2.35E-07,5.97E-08,5.45E-05,7.36E-05,4.43E-08,8.05E-08,3.50E-07,0.000447599,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,2.60E-05,1.27E-05,1.15E-06,1.63E-05,1.87E-05,2.14E-05,0.000185186,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000126824,8.90E-07,3.20E-08,8.40E-07,5.97E-08,5.45E-05,7.36E-05,4.43E-08,5.31E-07,3.50E-07,0.003154387,0.000108425,0.000109325,4.53E-06,2.33E-05,1.12E-06,8.47E-06,2.42E-05,1.15E-06,2.64E-05,1.87E-05,2.14E-05,0.000185186,4.09E-06,3.03E-06,2.98E-06,2.26E-05,9.62E-06,5.92E-07,3.25E-07,5.40E-06,1.30E-05,1.91E-06,4.39E-06,1.85E-06,6.12E-07,2.55E-06,3.57E-07,1.85E-06,5.13E-07,1.34E-06,2.59E-07,1.31E-06,2.02E-07,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000126824,1.46E-06,5.32E-08,5.38E-07,5.97E-08,4.82E-05,7.36E-05,7.70E-08,8.05E-08,3.50E-07,0.00247769,3.80E-05,2.23E-05,1.76E-05,1.74E-05,1.12E-06,1.72E-05,1.84E-05,1.72E-06,4.66E-05,1.87E-05,5.11E-05,0.000276169,4.09E-06,3.03E-06,8.80E-06,3.84E-05,9.62E-06,1.46E-06,3.25E-07,1.21E-05,2.06E-05,2.89E-06,1.07E-05,2.91E-06,9.77E-07,4.09E-06,7.82E-07,,1.10E-06,3.56E-06,7.27E-08,2.91E-07,5.33E-08,2.86E-07,1.02E-07,1.35E-06,1.66E-05,R. carbonat̩es
0.000117411,8.90E-07,3.20E-08,5.38E-07,3.53E-07,5.45E-05,7.36E-05,7.70E-08,2.31E-07,3.50E-07,0.003154387,3.80E-05,2.23E-05,1.11E-05,1.74E-05,1.12E-06,8.47E-06,2.42E-05,1.15E-06,3.65E-05,1.87E-05,5.11E-05,0.000185186,9.86E-06,3.03E-06,8.80E-06,6.83E-06,9.62E-06,1.46E-06,3.25E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,6.30E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000117411,3.18E-07,1.08E-08,5.38E-07,5.97E-08,4.82E-05,6.69E-05,4.43E-08,8.05E-08,3.50E-07,0.001124296,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,1.72E-05,1.27E-05,5.77E-07,1.63E-05,1.87E-05,2.14E-05,9.42E-05,9.86E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,2.61E-06,1.08E-08,1.14E-06,5.97E-08,4.82E-05,6.69E-05,4.43E-08,8.05E-08,3.50E-07,0.003154387,3.80E-05,2.23E-05,1.76E-05,2.33E-05,1.12E-06,3.48E-05,1.84E-05,1.15E-06,2.64E-05,1.87E-05,8.07E-05,9.42E-05,1.56E-05,3.03E-06,2.98E-06,2.26E-05,,2.32E-06,7.18E-07,1.87E-05,2.83E-05,3.87E-06,1.70E-05,2.91E-06,6.12E-07,4.09E-06,5.70E-07,2.90E-06,8.06E-07,2.08E-06,2.59E-07,1.31E-06,2.02E-07,6.53E-07,1.64E-07,2.24E-06,1.66E-05,R. carbonat̩es
0.000136237,3.18E-07,1.08E-08,8.40E-07,1.33E-07,5.45E-05,8.04E-05,4.43E-08,8.05E-08,3.50E-07,0.001124296,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,8.47E-06,1.27E-05,5.77E-07,6.23E-06,1.87E-05,2.14E-05,9.42E-05,4.09E-06,3.03E-06,2.98E-06,6.83E-06,3.59E-06,5.92E-07,1.28E-07,5.40E-06,5.25E-06,9.31E-07,4.39E-06,8.00E-07,2.47E-07,1.02E-06,1.44E-07,8.13E-07,2.20E-07,5.95E-07,7.27E-08,2.91E-07,5.33E-08,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000136237,2.04E-06,1.08E-08,5.38E-07,5.97E-08,5.45E-05,8.04E-05,4.43E-08,3.81E-07,1.03E-06,0.001124296,3.80E-05,2.23E-05,4.53E-06,1.74E-05,1.12E-06,8.47E-06,1.27E-05,5.77E-07,1.63E-05,1.87E-05,5.11E-05,9.42E-05,2.14E-05,6.05E-06,8.80E-06,2.26E-05,3.59E-06,5.92E-07,1.28E-07,1.21E-05,1.30E-05,2.89E-06,1.70E-05,2.91E-06,6.12E-07,2.55E-06,3.57E-07,2.90E-06,5.13E-07,1.34E-06,1.66E-07,6.30E-07,1.28E-07,1.03E-07,4.00E-08,4.59E-07,1.66E-05,R. carbonat̩es
0.000122873,3.81E-06,2.95E-07,1.01E-05,1.81E-07,5.17E-05,7.11E-05,3.43E-07,1.78E-06,9.53E-08,0.055679547,0.003932005,0.003039534,0.000161925,5.81E-05,1.67E-05,3.60E-05,4.74E-05,1.25E-05,4.66E-05,9.43E-05,0.000757512,0.000283537,3.15E-05,4.68E-05,3.02E-05,1.17E-05,3.49E-05,4.74E-06,8.53E-07,9.51E-06,1.84E-05,2.16E-06,6.78E-06,1.99E-06,3.67E-07,1.80E-06,3.59E-07,2.00E-06,5.57E-07,1.23E-06,2.24E-07,1.11E-06,1.71E-07,1.61E-06,1.73E-07,3.10E-06,5.97E-06,Not_C1
0.000122873,3.81E-06,2.95E-07,1.01E-05,1.81E-07,5.17E-05,7.11E-05,3.43E-07,1.78E-06,3.76E-08,0.055679547,0.003932005,0.003039534,0.000161925,5.81E-05,1.67E-05,3.60E-05,4.74E-05,1.25E-05,4.66E-05,9.43E-05,0.000757512,0.000182137,3.15E-05,4.68E-05,3.02E-05,1.17E-05,3.49E-05,4.74E-06,8.53E-07,9.51E-06,1.84E-05,2.16E-06,6.78E-06,1.99E-06,3.67E-07,1.80E-06,3.59E-07,2.00E-06,5.57E-07,1.23E-06,2.24E-07,1.11E-06,1.71E-07,1.61E-06,1.73E-07,3.10E-06,5.97E-06,Not_C1
0.000122873,3.81E-06,2.95E-07,1.01E-05,1.81E-07,5.17E-05,7.11E-05,3.43E-07,1.78E-06,3.76E-08,0.018910996,0.003932005,0.003039534,0.000161925,0.000122337,1.67E-05,3.60E-05,4.74E-05,4.82E-06,4.66E-05,3.43E-05,0.000757512,8.07E-05,5.19E-05,1.73E-05,3.02E-05,2.72E-05,3.49E-05,4.74E-06,8.53E-07,9.51E-06,1.84E-05,5.53E-06,1.77E-05,5.30E-06,9.56E-07,4.79E-06,9.78E-07,5.20E-06,5.57E-07,3.03E-06,2.24E-07,1.11E-06,1.71E-07,1.61E-06,1.73E-07,3.10E-06,5.97E-06,Not_C1
